PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;40;12;28079040_12_8;2018;09;19;00049;V;00032;V;00025;V;00046;V;00022;V;00026;V;00048;V;00080;V;00111;V;00109;V;00097;V;00070;V;00075;V;00057;V;00036;V;00030;V;00035;V;00040;V;00054;V;00057;V;00000;N;00000;N;00000;N;00000;N
28;079;47;7;28079047_7_8;2018;09;19;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00003;V;00008;V;00029;V;00041;V;00038;V;00014;V;00013;V;00010;V;00002;V;00003;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;47;8;28079047_8_8;2018;09;19;00042;V;00049;V;00049;V;00036;V;00018;V;00017;V;00040;V;00053;V;00066;V;00071;V;00068;V;00048;V;00046;V;00041;V;00018;V;00019;V;00016;V;00016;V;00020;V;00020;V;00000;N;00000;N;00000;N;00000;N
28;079;47;9;28079047_9_47;2018;09;19;00011;V;00013;V;00013;V;00012;V;00011;V;00014;V;00013;V;00013;V;00017;V;00022;V;00017;V;00018;V;00015;V;00020;V;00017;V;00013;V;00012;V;00014;V;00013;V;00014;V;00000;N;00000;N;00000;N;00000;N
28;079;47;10;28079047_10_47;2018;09;19;00014;V;00018;V;00016;V;00015;V;00023;V;00045;V;00035;V;00020;V;00026;V;00029;V;00022;V;00026;V;00024;V;00029;V;00025;V;00019;V;00018;V;00021;V;00018;V;00020;V;00000;N;00000;N;00000;N;00000;N
28;079;47;12;28079047_12_8;2018;09;19;00043;V;00053;V;00051;V;00037;V;00019;V;00019;V;00046;V;00065;V;00111;V;00135;V;00127;V;00070;V;00066;V;00056;V;00021;V;00024;V;00018;V;00017;V;00021;V;00021;V;00000;N;00000;N;00000;N;00000;N
28;079;48;7;28079048_7_8;2018;09;19;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00011;V;00021;V;00020;V;00028;V;00035;V;00019;V;00010;V;00006;V;00003;V;00006;V;00005;V;00006;V;00000;N;00000;N;00000;N;00000;N
28;079;48;8;28079048_8_8;2018;09;19;00031;V;00029;V;00031;V;00018;V;00011;V;00013;V;00019;V;00041;V;00062;V;00065;V;00056;V;00070;V;00083;V;00068;V;00049;V;00041;V;00033;V;00053;V;00054;V;00079;V;00000;N;00000;N;00000;N;00000;N
28;079;48;9;28079048_9_47;2018;09;19;00011;V;00010;V;00012;V;00011;V;00015;V;00020;V;00016;V;00015;V;00017;V;00019;V;00015;V;00015;V;00012;V;00006;V;00021;V;00023;V;00003;V;00020;V;00028;V;00014;V;00000;N;00000;N;00000;N;00000;N
28;079;48;10;28079048_10_47;2018;09;19;00016;V;00015;V;00017;V;00016;V;00021;V;00026;V;00022;V;00021;V;00026;V;00030;V;00027;V;00026;V;00026;V;00023;V;00042;V;00038;V;00012;V;00032;V;00040;V;00024;V;00000;N;00000;N;00000;N;00000;N
28;079;48;12;28079048_12_8;2018;09;19;00033;V;00030;V;00033;V;00020;V;00013;V;00014;V;00021;V;00044;V;00079;V;00097;V;00087;V;00113;V;00136;V;00097;V;00064;V;00050;V;00038;V;00062;V;00061;V;00089;V;00000;N;00000;N;00000;N;00000;N
28;079;49;7;28079049_7_8;2018;09;19;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00019;V;00023;V;00010;V;00009;V;00005;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;49;8;28079049_8_8;2018;09;19;00033;V;00035;V;00033;V;00027;V;00015;V;00014;V;00023;V;00036;V;00049;V;00065;V;00074;V;00064;V;00062;V;00053;V;00024;V;00020;V;00019;V;00018;V;00014;V;00018;V;00000;N;00000;N;00000;N;00000;N
28;079;49;12;28079049_12_8;2018;09;19;00035;V;00036;V;00035;V;00028;V;00016;V;00016;V;00024;V;00038;V;00055;V;00095;V;00109;V;00079;V;00076;V;00061;V;00026;V;00021;V;00020;V;00019;V;00016;V;00020;V;00000;N;00000;N;00000;N;00000;N
28;079;49;14;28079049_14_6;2018;09;19;34.49;V;28.29;V;23.07;V;24.09;V;33.94;V;39.69;V;27.59;V;16.73;V;10.84;V;08.39;V;12.71;V;27.99;V;38.78;V;54.93;V;93.32;V;106.8;V;113.7;V;119.2;V;108.2;V;78.76;V;00000;N;00000;N;00000;N;00000;N
28;079;50;7;28079050_7_8;2018;09;19;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00003;V;00006;V;00022;V;00024;V;00015;V;00019;V;00027;V;00028;V;00011;V;00014;V;00004;V;00026;V;00023;V;00040;V;00000;N;00000;N;00000;N;00000;N
28;079;50;8;28079050_8_8;2018;09;19;00038;V;00027;V;00028;V;00012;V;00011;V;00007;V;00018;V;00037;V;00062;V;00052;V;00032;V;00043;V;00064;V;00071;V;00037;V;00036;V;00017;V;00064;V;00073;V;00103;V;00000;N;00000;N;00000;N;00000;N
28;079;50;9;28079050_9_47;2018;09;19;00014;V;00014;V;00004;V;00010;V;00016;V;00009;V;00008;V;00008;V;00012;V;00016;V;00008;V;00012;V;00015;V;00014;V;00014;V;00008;V;00012;V;00020;V;00017;V;00009;V;00000;N;00000;N;00000;N;00000;N
28;079;50;10;28079050_10_47;2018;09;19;00018;V;00026;V;00013;V;00015;V;00017;V;00009;V;00011;V;00013;V;00019;V;00022;V;00015;V;00020;V;00021;V;00029;V;00031;V;00026;V;00021;V;00031;V;00031;V;00021;V;00000;N;00000;N;00000;N;00000;N
28;079;50;12;28079050_12_8;2018;09;19;00042;V;00030;V;00031;V;00016;V;00014;V;00010;V;00022;V;00046;V;00095;V;00089;V;00054;V;00072;V;00105;V;00114;V;00053;V;00058;V;00024;V;00104;V;00109;V;00164;V;00000;N;00000;N;00000;N;00000;N
28;079;54;7;28079054_7_8;2018;09;19;00002;V;00001;V;00001;V;00001;V;00001;V;00003;V;00012;V;00028;V;00048;V;00046;V;00026;V;00017;V;00016;V;00006;V;00001;V;00001;V;00001;V;00002;V;00008;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;54;8;28079054_8_8;2018;09;19;00053;V;00033;V;00028;V;00041;V;00028;V;00032;V;00044;V;00056;V;00065;V;00063;V;00053;V;00046;V;00050;V;00039;V;00022;V;00016;V;00019;V;00030;V;00033;V;00034;V;00000;N;00000;N;00000;N;00000;N
28;079;54;12;28079054_12_8;2018;09;19;00056;V;00035;V;00030;V;00043;V;00029;V;00036;V;00063;V;00098;V;00139;V;00133;V;00092;V;00072;V;00075;V;00049;V;00024;V;00017;V;00021;V;00033;V;00045;V;00036;V;00000;N;00000;N;00000;N;00000;N
28;079;54;14;28079054_14_6;2018;09;19;26.08;V;39.72;V;39.68;V;25.23;V;31.99;V;22.64;V;08.41;V;07.12;V;06.84;V;14.84;V;23.23;V;37.49;V;41.03;V;66.52;V;100.3;V;112.9;V;113.8;V;112.9;V;112.1;V;109.1;V;00000;N;00000;N;00000;N;00000;N
28;079;55;7;28079055_7_8;2018;09;19;00002;V;00023;V;00002;V;00001;V;00001;V;00003;V;00015;V;00056;V;00066;V;00040;V;00021;V;00014;V;00011;V;00005;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00000;N;00000;N;00000;N;00000;N
28;079;55;8;28079055_8_8;2018;09;19;00063;V;00075;V;00038;V;00048;V;00046;V;00047;V;00055;V;00068;V;00079;V;00057;V;00050;V;00049;V;00048;V;00039;V;00028;V;00020;V;00021;V;00026;V;00028;V;00053;V;00000;N;00000;N;00000;N;00000;N
28;079;55;10;28079055_10_47;2018;09;19;00016;V;00019;V;00020;V;00019;V;00016;V;00016;V;00017;V;00021;V;00029;V;00024;V;00021;V;00025;V;00032;V;00032;V;00036;V;00037;V;00039;V;00026;V;00046;V;00044;V;00000;N;00000;N;00000;N;00000;N
28;079;55;12;28079055_12_8;2018;09;19;00066;V;00110;V;00041;V;00049;V;00048;V;00051;V;00078;V;00154;V;00181;V;00118;V;00082;V;00070;V;00064;V;00047;V;00031;V;00022;V;00023;V;00028;V;00030;V;00056;V;00000;N;00000;N;00000;N;00000;N
28;079;55;20;28079055_20_59;2018;09;19;000.9;V;000.8;V;000.8;V;000.6;V;000.5;V;000.5;V;000.4;V;000.5;V;000.8;V;000.9;V;001.0;V;001.5;V;001.7;V;001.2;V;001.0;V;000.5;V;000.4;V;000.3;V;000.4;V;000.5;V;00000;N;00000;N;00000;N;00000;N
28;079;55;30;28079055_30_59;2018;09;19;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N
28;079;55;35;28079055_35_59;2018;09;19;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.1;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;00000;N;00000;N;00000;N;00000;N
28;079;55;42;28079055_42_2;2018;09;19;01.40;V;01.47;V;01.39;V;01.51;V;01.48;V;01.43;V;01.49;V;01.42;V;01.52;V;01.38;V;01.38;V;01.36;V;01.35;V;01.33;V;01.32;V;01.33;V;01.36;V;01.36;V;01.35;V;01.41;V;00000;N;00000;N;00000;N;00000;N
28;079;55;43;28079055_43_2;2018;09;19;01.29;V;01.34;V;01.30;V;01.38;V;01.33;V;01.31;V;01.34;V;01.29;V;01.32;V;01.25;V;01.24;V;01.21;V;01.20;V;01.22;V;01.20;V;01.20;V;01.23;V;01.22;V;01.21;V;01.26;V;00000;N;00000;N;00000;N;00000;N
28;079;55;44;28079055_44_2;2018;09;19;00.11;V;00.13;V;00.09;V;00.14;V;00.15;V;00.12;V;00.15;V;00.13;V;00.20;V;00.13;V;00.14;V;00.15;V;00.15;V;00.11;V;00.12;V;00.13;V;00.14;V;00.13;V;00.14;V;00.15;V;00000;N;00000;N;00000;N;00000;N
28;079;56;6;28079056_6_48;2018;09;19;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.7;V;000.8;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V;00000;N;00000;N;00000;N;00000;N
28;079;56;7;28079056_7_8;2018;09;19;00007;V;00012;V;00004;V;00004;V;00005;V;00007;V;00012;V;00030;V;00063;V;00087;V;00055;V;00029;V;00029;V;00023;V;00014;V;00014;V;00011;V;00008;V;00039;V;00048;V;00000;N;00000;N;00000;N;00000;N
28;079;56;8;28079056_8_8;2018;09;19;00065;V;00071;V;00050;V;00032;V;00032;V;00036;V;00045;V;00059;V;00070;V;00081;V;00076;V;00056;V;00057;V;00059;V;00045;V;00045;V;00042;V;00038;V;00068;V;00142;V;00000;N;00000;N;00000;N;00000;N
28;079;56;12;28079056_12_8;2018;09;19;00076;V;00089;V;00056;V;00037;V;00040;V;00047;V;00063;V;00105;V;00167;V;00215;V;00159;V;00101;V;00101;V;00095;V;00066;V;00066;V;00060;V;00051;V;00127;V;00216;V;00000;N;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2018;09;19;27.35;V;17.48;V;20.87;V;25.22;V;22.57;V;18.95;V;15.51;V;08.84;V;08.20;V;11.43;V;23.12;V;40.11;V;45.54;V;63.35;V;89.08;V;93.56;V;104.8;V;106.3;V;96.34;V;50.59;V;00000;N;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2018;09;19;00010;V;00010;V;00010;V;00010;V;00010;V;00010;V;00010;V;00010;V;00010;V;00011;V;00010;V;00010;V;00009;V;00006;V;00003;V;00004;V;00003;V;00003;V;00003;V;00004;V;00000;N;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2018;09;19;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2018;09;19;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00020;V;00027;V;00008;V;00010;V;00015;V;00015;V;00008;V;00005;V;00005;V;00003;V;00003;V;00006;V;00000;N;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2018;09;19;00025;V;00020;V;00014;V;00012;V;00011;V;00009;V;00018;V;00033;V;00056;V;00049;V;00022;V;00030;V;00041;V;00051;V;00040;V;00029;V;00026;V;00025;V;00035;V;00056;V;00000;N;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2018;09;19;00019;V;00014;V;00015;V;00009;V;00008;V;00007;V;00010;V;00011;V;00018;V;00025;V;00016;V;00020;V;00021;V;00018;V;00010;V;00006;V;00001;V;00011;V;00018;V;00015;V;00000;N;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2018;09;19;00027;V;00022;V;00016;V;00013;V;00012;V;00010;V;00019;V;00038;V;00087;V;00090;V;00033;V;00045;V;00064;V;00074;V;00052;V;00036;V;00035;V;00029;V;00040;V;00065;V;00000;N;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2018;09;19;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00018;V;00016;V;00010;V;00008;V;00015;V;00009;V;00006;V;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2018;09;19;00026;V;00020;V;00016;V;00014;V;00013;V;00012;V;00016;V;00028;V;00019;V;00016;V;00023;V;00046;V;00042;V;00041;V;00023;V;00014;V;00012;V;00011;V;00009;V;00018;V;00000;N;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2018;09;19;00027;V;00021;V;00017;V;00015;V;00015;V;00014;V;00020;V;00057;V;00043;V;00032;V;00035;V;00069;V;00057;V;00051;V;00027;V;00016;V;00013;V;00012;V;00010;V;00019;V;00000;N;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2018;09;19;26.69;V;27.30;V;25.94;V;22.75;V;17.19;V;12.63;V;11.13;V;05.93;V;05.42;V;13.88;V;35.68;V;39.81;V;61.60;V;80.18;V;112.3;V;126.1;V;136.4;V;138.6;V;134.1;V;114.7;V;00000;N;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2018;09;19;00001;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00013;V;00016;V;00011;V;00014;V;00009;V;00008;V;00005;V;00004;V;00003;V;00002;V;00002;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2018;09;19;00032;V;00035;V;00025;V;00011;V;00009;V;00013;V;00019;V;00029;V;00041;V;00035;V;00028;V;00038;V;00036;V;00034;V;00024;V;00019;V;00014;V;00015;V;00015;V;00019;V;00000;N;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2018;09;19;00034;V;00038;V;00027;V;00012;V;00010;V;00014;V;00021;V;00032;V;00061;V;00059;V;00044;V;00059;V;00050;V;00047;V;00032;V;00025;V;00019;V;00018;V;00018;V;00021;V;00000;N;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2018;09;19;30.47;V;22.24;V;31.87;V;40.92;V;40.57;V;32.41;V;21.02;V;10.59;V;06.68;V;19.32;V;35.69;V;43.31;V;61.47;V;74.76;V;97.55;V;110.4;V;121.3;V;126.4;V;127.1;V;116.2;V;00000;N;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2018;09;19;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00032;V;00041;V;00009;V;00008;V;00011;V;00010;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2018;09;19;00034;V;00025;V;00023;V;00020;V;00016;V;00017;V;00025;V;00049;V;00068;V;00069;V;00038;V;00038;V;00047;V;00059;V;00041;V;00022;V;00020;V;00021;V;00020;V;00034;V;00000;N;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2018;09;19;00021;V;00012;V;00013;V;00010;V;00009;V;00007;V;00009;V;00012;V;00020;V;00026;V;00017;V;00022;V;00020;V;00016;V;00010;V;00004;V;00005;V;00011;V;00015;V;00030;V;00000;N;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2018;09;19;00035;V;00027;V;00024;V;00021;V;00017;V;00019;V;00027;V;00056;V;00118;V;00133;V;00052;V;00051;V;00063;V;00074;V;00047;V;00025;V;00022;V;00023;V;00021;V;00035;V;00000;N;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2018;09;19;44.32;V;42.79;V;40.87;V;43.35;V;46.54;V;43.85;V;34.46;V;17.23;V;07.03;V;15.46;V;45.75;V;49.30;V;54.85;V;68.35;V;99.85;V;122.9;V;130.0;V;134.3;V;137.5;V;121.1;V;00000;N;00000;N;00000;N;00000;N
